id,channel_id,posteruser_id,text,topicstructure_id,startwritetime,endwritetime,submittime,inserttime,quality,value,image_id,postingtype,equation,image_is_handmade,image_id,trainingsrating
62,7,10,Folie Leitlinienarbeit: Arbeit die zur Leitlinie führt und sie bestehen lässt,16,2013-05-03 10:35:03,2013-05-03 10:35:20,2013-05-03 10:35:21,2013-05-03 10:35:44,0.26923076923076933,0,,TXT,NULL,,NULL,0
63,7,10,"Konsens: nicht durch ungeordnetes Palaver, sondern geordneter Prozess um zum besseren Konsens zu kommen",16,2013-05-03 10:35:29,2013-05-03 10:36:10,2013-05-03 10:36:10,2013-05-03 10:36:33,0.3076923076923077,0,,TXT,NULL,,NULL,0
64,7,3,Historisch ältestes Konsentierungsverfahren: Konklave im Vatikan.,16,2013-05-03 10:35:18,2013-05-03 10:35:39,2013-05-03 10:35:41,2013-05-03 10:36:44,0.19230769230769232,0,,TXT,NULL,,NULL,0
65,7,10,"ältester Konsensprozess: Konklave, da sonst Papstwahl 3 Jahre gedauert hat",16,2013-05-03 10:36:11,2013-05-03 10:36:57,2013-05-03 10:36:58,2013-05-03 10:37:21,0.26923076923076933,0,,TXT,NULL,,NULL,0
66,7,10,Delphi-Studien: in 50er Jahre erfunden: Soll USA einen Präventivschlag gegen UDSSR machen? Antwort Nein.,16,2013-05-03 10:37:08,2013-05-03 10:37:45,2013-05-03 10:37:45,2013-05-03 10:38:08,0.38461538461538464,0,,TXT,NULL,,NULL,0
67,7,3,In den fünfziger Jahren ist die Delphi-Studie als Konsensverfahren angewendet worden um den Präventivschlag der USA gegen die UDSSR zu bewerten.,16,2013-05-03 10:36:38,2013-05-03 10:37:20,2013-05-03 10:37:21,2013-05-03 10:38:23,0.4230769230769231,0,,TXT,NULL,,NULL,0
68,7,9,Konsensfindung als zielorientiertes Verfahren zur Leitlinienfindung,16,2013-05-03 10:36:40,2013-05-03 10:37:26,2013-05-03 10:37:28,2013-05-03 10:38:29,0.15384615384615385,0,,TXT,NULL,,NULL,0
69,7,9,"Delphistudie: Fragebogen wird erstellt, wird von Probanden ausgefüllt. Fragenbogen+ Antworten werden erneut evaluiert",16,2013-05-03 10:38:13,2013-05-03 10:39:03,2013-05-03 10:39:05,2013-05-03 10:40:06,0.34615384615384615,0,,TXT,NULL,,NULL,0
70,7,10,"Delphi-Studie: erstelle Fragebogen, suche Experten aus, Fragebogen beantworten lassen, anonyme Antwortenauswertung, Experten bekommen Umfrageergebnis und sollen Fragebogen noch mal ausfüllen, bis Konvergenz erreicht ist",16,2013-05-03 10:38:14,2013-05-03 10:39:51,2013-05-03 10:40:01,2013-05-03 10:40:23,0.7692307692307693,0,,TXT,NULL,,NULL,0
71,7,3,AWMF = Arbeitsgemeinschaft der Wissenschaftlichen Medizinischen Fachgesellschaften,16,2013-05-03 10:39:47,2013-05-03 10:40:12,2013-05-03 10:40:12,2013-05-03 10:41:14,0.038461538461538464,0,,TXT,NULL,,NULL,0
72,7,9,Arbeitsgemeinschaft der wissenschaftlichen Medizinischen Fachgemeinschaften (AWMF) : Leitlinienentwicklung nach Schema--> Qualitätssicherung,16,2013-05-03 10:39:41,2013-05-03 10:41:21,2013-05-03 10:41:23,2013-05-03 10:42:24,0.3076923076923077,0,,TXT,NULL,,NULL,0
73,7,10,"AWMF= Gesellschaft in Deutschland haupt verantwortlich
a) Leitlinien erstellen
b) Leitlinien prüfen und Qualität verbessern
c) Leitlinien bewerten",16,2013-05-03 10:40:57,2013-05-03 10:41:49,2013-05-03 10:42:04,2013-05-03 10:42:27,0.6153846153846154,0,,TXT,NULL,,NULL,0
74,7,3,"Versionierung ist erweiterung oder verbesserung der Leitlinie, Fassungen sind für verschiedene Adressaten, zum Beispiel Patienten, Ärzte, Kliniken, ...",16,2013-05-03 10:42:17,2013-05-03 10:42:57,2013-05-03 10:42:58,2013-05-03 10:44:00,0.4230769230769231,0,,TXT,NULL,,NULL,0
75,7,10,"Dokumentfassung: eine für Ärzte, eine für Patienten, eine für spezialisierte Kliniken, eine für Feld-Wald-Wiesen-Krankenhaus",16,2013-05-03 10:42:59,2013-05-03 10:43:46,2013-05-03 10:43:47,2013-05-03 10:44:09,0.34615384615384615,0,,TXT,NULL,,NULL,0
76,7,10,Leitlinienportale,16,2013-05-03 10:44:15,2013-05-03 10:44:20,2013-05-03 10:44:42,2013-05-03 10:45:05,0,0,,TXT,NULL,,NULL,0
77,7,9,Ergebnisse der Letilinienarbeit: in Leitlinienportalen zusammengeführt : z.B.: National Guideline Clearinghouse (USA),16,2013-05-03 10:43:31,2013-05-03 10:44:17,2013-05-03 10:44:19,2013-05-03 10:45:20,0.34615384615384615,0,,TXT,NULL,,NULL,0
78,7,10,"Leitlinien katigorisiert: S3 die beste: Bewertung, ob Weg, der zur Leitlinie geführt hat, ein guter und evidenzbasierter ist",16,2013-05-03 10:45:16,2013-05-03 10:46:05,2013-05-03 10:46:07,2013-05-03 10:46:30,0.34615384615384615,0,,TXT,NULL,,NULL,0
79,7,9,"Wichtigster Punkt: Leitlinien werden Kategorisiert: S1 ( gut, aber am wenigsten wert) - S3 ( alle Elemente systematischer Entwicklung vorhanden",16,2013-05-03 10:46:58,2013-05-03 10:45:54,2013-05-03 10:45:57,2013-05-03 10:46:58,0.5,0,,TXT,NULL,,NULL,0
80,7,3,"S-Klassen in aufsteigender Reihenfolge nach wichtigkeit: S1: Repräsentative Expertengruppe und informeller Konsens; S2e: Systematische Recherche, Auswahl, Bewertung der Evidenz; S2k: Repr¨sentanten der Fachgesellschaften und formeller Konsens; S3: Alle Elemente systematischer Entwicklung.",16,2013-05-03 10:45:02,2013-05-03 10:46:05,2013-05-03 10:46:06,2013-05-03 10:47:08,1,0,,TXT,NULL,,NULL,0
81,7,10,"Leitlinie: gut zur Qualitätssciherung, aber viele Ärzte habe Angst, von Leitlinie abzuweichen, wegen Schadenersatzforderungen",16,2013-05-03 10:47:50,2013-05-03 10:48:36,2013-05-03 10:48:36,2013-05-03 10:48:59,0.38461538461538464,0,,TXT,NULL,,NULL,0
82,7,10,"Was ist der Unterschied zwischen Wirksamkeit und Nutzen: wirksames Schlafmittel, aber wenn Pat am Morgen müde ist, nutzt es nichts",16,2013-05-03 10:49:33,2013-05-03 10:50:33,2013-05-03 10:50:34,2013-05-03 10:50:57,0.34615384615384615,0,,TXT,NULL,,NULL,0
83,7,10,"hohe Lebensqualität und geringe KLinikaufenthalte ist Wert, aber ist langes Leben ein ""Nutzen""",16,2013-05-03 10:51:06,2013-05-03 10:51:38,2013-05-03 10:51:39,2013-05-03 10:52:02,0.3076923076923077,0,,TXT,NULL,,NULL,0
84,7,10,?,16,2013-05-03 10:51:44,2013-05-03 10:51:45,2013-05-03 10:51:47,2013-05-03 10:52:10,0,0,,TXT,NULL,,NULL,0
85,7,10,"Wie kann man Quality of Life messen? Fragebogen: Frage einen Inhalt in verschachtelter Form mehrmals ab, und stelle weitere Fragen, z.B. nach Angst",16,2013-05-03 10:51:59,2013-05-03 10:53:44,2013-05-03 10:53:47,2013-05-03 10:54:10,0.6153846153846154,0,,TXT,NULL,,NULL,0
86,7,3,Qualtify of life kann man durch das International Quality of Life Assessment (IQOLA) Projekt bestimmen,16,2013-05-03 10:52:35,2013-05-03 10:53:16,2013-05-03 10:53:19,2013-05-03 10:54:21,0.4230769230769231,0,,TXT,NULL,,NULL,0
87,7,10,"Aspekte trennen, bei der Befragung, aber auch objektiv messbar (wie weit lauen), aber wie fügt man die getrennte Achsen wieder zusammen?",16,2013-05-03 10:53:50,2013-05-03 10:54:52,2013-05-03 10:54:52,2013-05-03 10:55:15,0.4230769230769231,0,,TXT,NULL,,NULL,0
88,7,9,"wie misst man Lebensqualität? 
-Trennung von Aspekten: subjektive Wahrnehmung von objektivierbaren Fakten.",16,2013-05-03 10:51:22,2013-05-03 10:54:32,2013-05-03 10:54:34,2013-05-03 10:55:35,0.3076923076923077,0,,TXT,NULL,,NULL,0
89,7,10,Kennzahlen,16,2013-05-03 10:55:55,2013-05-03 10:55:56,2013-05-03 10:56:14,2013-05-03 10:56:37,0.038461538461538464,0,,TXT,NULL,,NULL,0
90,7,10,"Mammographie-Screening: Präventionsmaßnahme, die Krebsrisiko erhöht, wie sensitiv ist die Methode (diagnostische Sicherheit)",16,2013-05-03 10:56:40,2013-05-03 10:57:30,2013-05-03 10:57:36,2013-05-03 10:57:59,0.34615384615384615,0,,TXT,NULL,,NULL,0
91,7,3,"Evidenz für Nutzen kann durch randomisierte, kontrollierte Studien festgestellt werden, z.B.: Mammographie-Screening (Test vs. Kontrollgruppe, Zuordnung durch Zufall, Beobachtungsgrösse Todesfall durch Brustkrebs, Beobachtungszeitpunkt nach 10 Jahren, am Ende auszählen)",16,2013-05-03 10:57:05,2013-05-03 10:58:30,2013-05-03 10:58:31,2013-05-03 10:59:32,0.8461538461538461,0,,TXT,NULL,,NULL,0
92,7,10,Mammographie: ökonomischer Schaden (teuer) und psychischer Schaden: steht der Schaden im Verhältnis zum Nutzen? => Vergleichstest festlegen,16,2013-05-03 10:58:09,2013-05-03 10:59:05,2013-05-03 10:59:24,2013-05-03 10:59:47,0.4615384615384615,0,,TXT,NULL,,NULL,0
93,7,10,Risikoreduktion,16,2013-05-03 11:02:23,2013-05-03 11:02:27,2013-05-03 11:02:29,2013-05-03 11:02:52,0,0,,TXT,NULL,,NULL,0
94,7,10,Wie stark reduziert die Präventionsmaßnahme das Risiko?,16,2013-05-03 11:02:36,2013-05-03 11:03:13,2013-05-03 11:03:13,2013-05-03 11:03:36,0.15384615384615385,0,,TXT,NULL,,NULL,0
95,7,3,Risikoreduktion ist Masszahl für die Wirksamkeit der Präventionsmassnahme.,17,2013-05-03 11:01:48,2013-05-03 11:02:54,2013-05-03 11:02:59,2013-05-03 11:04:01,0.11538461538461539,0,,TXT,NULL,,NULL,0
96,7,10,Relaktive Risikoreduktion verschleiert die Grundwerte,16,2013-05-03 11:04:03,2013-05-03 11:04:18,2013-05-03 11:04:18,2013-05-03 11:04:41,0.11538461538461539,0,,TXT,NULL,,NULL,0
97,7,3,Relative Risikoreduktion ist das Verhaeltnis der Resikoreduktions zum Ausgansrisiko.,17,2013-05-03 11:03:29,2013-05-03 11:04:10,2013-05-03 11:04:10,2013-05-03 11:05:11,0.19230769230769232,0,,TXT,NULL,,NULL,0
98,7,9,"Maßzahl für therapeutischen Nutzen einer Maßnahme
Absolut: Angabe der absoluten Differenz
Relativ: verschleiert die Grundwerte durch Prozentwerte . Also mit Vorsicht zu genießen!",17,2013-05-03 11:01:49,2013-05-03 11:06:21,2013-05-03 11:06:36,2013-05-03 11:07:37,0.5384615384615385,0,,TXT,NULL,,NULL,0
99,7,3,Absolute Risikoreduktion ist die Differenz zwischen der Risikoredukion zum Ausgangsrisiko,17,2013-05-03 11:06:24,2013-05-03 11:07:02,2013-05-03 11:07:03,2013-05-03 11:08:05,0.15384615384615385,0,,TXT,NULL,,NULL,0
100,7,10,"bei papers aufpassen, ob relative oder absolute Risikoreduktion (!)",16,2013-05-03 11:07:34,2013-05-03 11:07:53,2013-05-03 11:07:54,2013-05-03 11:08:17,0.11538461538461539,0,,TXT,NULL,,NULL,0
101,7,10,Verschleierung könnte durch Fehlerangabe vermieden werden,16,2013-05-03 11:08:01,2013-05-03 11:08:20,2013-05-03 11:08:21,2013-05-03 11:08:44,0.11538461538461538,0,,TXT,NULL,,NULL,0
102,7,9,NNT: wie viele Personen müssen für wie lange behandelt werden um eine Person zu retten?,18,2013-05-03 11:07:07,2013-05-03 11:07:43,2013-05-03 11:07:46,2013-05-03 11:08:46,-0.038461538461538464,0,,TXT,NULL,,NULL,0
103,7,3,"Wie viele Personen müssen wie lange behandelt werden, damit eine Person gerettett wird? Im Beispiel: 1000 Frauen müssen 10 Jahre behandelt werden, damit eine Person gerettet wird.",18,2013-05-03 11:07:26,2013-05-03 11:08:04,2013-05-03 11:08:04,2013-05-03 11:09:06,0.6153846153846154,0,,TXT,NULL,,NULL,0
104,7,9,"Maßnahme ist besser, wenn NNT möglichst klein ist",18,2013-05-03 11:08:22,2013-05-03 11:08:34,2013-05-03 11:08:37,2013-05-03 11:09:38,0.19230769230769232,0,,TXT,NULL,,NULL,0
105,7,10,NNT=> je kleiner desto besser,16,2013-05-03 11:09:13,2013-05-03 11:09:24,2013-05-03 11:09:25,2013-05-03 11:09:48,0.038461538461538464,0,,TXT,NULL,,NULL,0
106,7,9,"je kleiner NNT, desto wirksamer das Verfahren",18,2013-05-03 11:08:39,2013-05-03 11:08:46,2013-05-03 11:08:50,2013-05-03 11:09:51,0.23076923076923075,0,,TXT,NULL,,NULL,0
107,7,9,NNH ( Number needed to Harm) : Böser Bruder von NNT,18,2013-05-03 11:08:59,2013-05-03 11:09:31,2013-05-03 11:09:34,2013-05-03 11:10:35,0.3076923076923077,0,,TXT,NULL,,NULL,0
108,7,9,"NNH: wie lange muss man jemanden mit etwas exponieren, damit einer Person geschadet wird",18,2013-05-03 11:09:36,2013-05-03 11:09:56,2013-05-03 11:09:57,2013-05-03 11:10:58,0.23076923076923075,0,,TXT,NULL,,NULL,0
109,7,9,"je kleiner NNH, desto schädlicher",18,2013-05-03 11:10:22,2013-05-03 11:10:40,2013-05-03 11:10:43,2013-05-03 11:11:44,0.19230769230769232,0,,TXT,NULL,,NULL,0
110,7,3,Anderer Vergleichsmass: Erhöhung der mittleren Lebenserwartung einer Person aus dem Kollektiv.,18,2013-05-03 11:11:44,2013-05-03 11:12:14,2013-05-03 11:12:14,2013-05-03 11:13:16,0.23076923076923075,0,,TXT,NULL,,NULL,0
111,7,10,"Erhöhung der mittleren Lebenserwartung: Interpretation: z.B. mit Autofahren
=> natürlich ist Größe anschaulich, aber Interpretation schwierig",16,2013-05-03 11:12:20,2013-05-03 11:13:40,2013-05-03 11:13:41,2013-05-03 11:14:04,0.4230769230769231,0,,TXT,NULL,,NULL,0
112,7,3,Goldstandard ist die wahre Diagnose. Ist aber nicht immer definiert oder moeglich.,19,2013-05-03 11:19:13,2013-05-03 11:20:07,2013-05-03 11:20:07,2013-05-03 11:21:08,0.23076923076923075,0,,TXT,NULL,,NULL,0
113,7,10,Autopsien am ehesten Goldstandard,16,2013-05-03 11:22:09,2013-05-03 11:22:22,2013-05-03 11:22:23,2013-05-03 11:22:46,0.11538461538461538,0,,TXT,NULL,,NULL,0
114,7,3,Pathologische Befunde sind am nächsten am Goldstandard,19,2013-05-03 11:21:36,2013-05-03 11:21:48,2013-05-03 11:21:49,2013-05-03 11:22:49,0.15384615384615385,0,,TXT,NULL,,NULL,0
115,7,10,"sonst immer Kombination verschiedener Diagnostiken als ""Goldstandard"", um zu vergleichenden Test zu vergleichen (Vierfeldertafel aufstellen)",16,2013-05-03 11:22:37,2013-05-03 11:23:26,2013-05-03 11:23:26,2013-05-03 11:23:49,0.38461538461538464,0,,TXT,NULL,,NULL,0
116,7,10,was ist Sensitivität als bedingte Wahrscheinlichkeit?,16,2013-05-03 11:24:07,2013-05-03 11:24:22,2013-05-03 11:24:22,2013-05-03 11:24:45,0.11538461538461538,0,,TXT,NULL,,NULL,0
117,7,9,Sensitivität: Def.: Wahr pos. / Kranke,19,2013-05-03 11:23:04,2013-05-03 11:24:12,2013-05-03 11:24:16,2013-05-03 11:25:17,-0.07692307692307691,0,,TXT,NULL,,NULL,0
118,7,3,Sensitivität ist Wahr positive durch die Menge aller wirklich kranken bzw. Wahr pos./(Wahr pos + Falsch Negativ),19,2013-05-03 11:25:21,2013-05-03 11:24:20,2013-05-03 11:24:20,2013-05-03 11:25:21,0.5,0,,TXT,NULL,,NULL,0
119,7,9,Spezifität: Def.: Wahr neg. / Gesund,19,2013-05-03 11:24:18,2013-05-03 11:24:40,2013-05-03 11:24:42,2013-05-03 11:25:43,0.19230769230769232,0,,TXT,NULL,,NULL,0
120,7,9,"Prädiktive Werte: Def.: Wahr pos./ Test: Krank ---> Also wo der Test zu recht sagt, dass jemand krank ist",20,2013-05-03 11:24:48,2013-05-03 11:25:31,2013-05-03 11:25:34,2013-05-03 11:26:35,0.2692307692307692,0,,TXT,NULL,,NULL,0
121,7,9,"Formeln nicht auswendig lernen, aber: Werte interpretieren können",20,2013-05-03 11:26:00,2013-05-03 11:26:25,2013-05-03 11:26:26,2013-05-03 11:27:27,0.038461538461538464,0,,TXT,NULL,,NULL,0
122,7,10,"Klausur: Formeln nicht auswendig lernen, aber Interpretation der Formeln GANZ, GANZ wichtig",16,2013-05-03 11:26:39,2013-05-03 11:27:08,2013-05-03 11:27:09,2013-05-03 11:27:32,0.34615384615384615,0,,TXT,NULL,,NULL,0
123,7,3,Prävalenz ist Wahrscheinlichkeit krank zu sein,20,2013-05-03 11:26:40,2013-05-03 11:26:56,2013-05-03 11:26:56,2013-05-03 11:27:57,0.11538461538461538,0,,TXT,NULL,,NULL,0
124,7,9,Prävalenz: Auftreten einer Krankheit in der Gesamtpopulation,20,2013-05-03 11:27:04,2013-05-03 11:27:25,2013-05-03 11:27:27,2013-05-03 11:28:28,0.15384615384615385,0,,TXT,NULL,,NULL,0
125,7,10,Was ist Prävalenz nicht? krank im Testkollektiv,16,2013-05-03 11:27:48,2013-05-03 11:28:14,2013-05-03 11:28:14,2013-05-03 11:28:37,0.11538461538461538,0,,TXT,NULL,,NULL,0
126,7,3,"Bedingte Wahrscheinlichkeit dass y, wenn x = Fälle mit x und y / Fälle mit x",20,2013-05-03 11:31:05,2013-05-03 11:30:03,2013-05-03 11:30:05,2013-05-03 11:31:05,0.38461538461538464,0,,TXT,NULL,,NULL,0
127,7,10,Err:510,16,2013-05-03 11:32:49,2013-05-03 11:33:02,2013-05-03 11:33:02,2013-05-03 11:33:25,0.19230769230769232,0,,TXT,NULL,,NULL,0
128,7,3,sensitivität = bedingte wahrscheinlichkeit dass test meint krank wenn tatsächlich krank,20,2013-05-03 11:32:07,2013-05-03 11:32:28,2013-05-03 11:32:30,2013-05-03 11:33:30,0.07692307692307691,0,,TXT,NULL,,NULL,0
129,7,3,spezifität = bedingte wahrscheinlichkeit dass test meint gesund wenn tatsächlich gesund,20,2013-05-03 11:32:31,2013-05-03 11:32:44,2013-05-03 11:32:48,2013-05-03 11:33:48,0.07692307692307691,0,,TXT,NULL,,NULL,0
130,7,3,"pos präd wert = bedingte wahrscheinlichkeit dass man krank ist, wenn test meint krank",20,2013-05-03 11:33:17,2013-05-03 11:34:02,2013-05-03 11:34:04,2013-05-03 11:35:04,0.38461538461538464,0,,TXT,NULL,,NULL,0
131,7,3,"neg präd wert = bedingte wahrscheinlichkeit dass man gesund ist, wenn test meint gesund",20,2013-05-03 11:34:04,2013-05-03 11:34:18,2013-05-03 11:34:35,2013-05-03 11:35:36,0.38461538461538464,0,,TXT,NULL,,NULL,0
132,7,10,"welche Zahlen sind für meinen Patienten überhaupt von Interesse? Beratungssituation (mit Sensitivität und Spezifität): passiert so häufig, ist aber schädlich für Patienten",16,2013-05-03 11:35:55,2013-05-03 11:37:21,2013-05-03 11:37:27,2013-05-03 11:37:50,0.4230769230769231,0,,TXT,NULL,,NULL,0
133,7,9,"Prädiktive WErte für Patienten das iteressante: Der Pat. will wissen, ob er krank ist",20,2013-05-03 11:36:30,2013-05-03 11:36:47,2013-05-03 11:36:55,2013-05-03 11:37:56,0.26923076923076933,0,,TXT,NULL,,NULL,0
134,7,10,Patienten interessiert den positiven prädikativer Wert,16,2013-05-03 11:37:28,2013-05-03 11:37:40,2013-05-03 11:37:41,2013-05-03 11:38:04,0.19230769230769232,0,,TXT,NULL,,NULL,0
135,7,3,"das heisst: wie wahrscheinlich es ist, dass er krank ist.",20,2013-05-03 11:37:09,2013-05-03 11:37:19,2013-05-03 11:37:20,2013-05-03 11:38:21,0.15384615384615385,0,,TXT,NULL,,NULL,0
136,7,10,CAVE: Bei Krankheiten mit niedriger Prävalenz sind Tests nicht zuverlässig,16,2013-05-03 11:37:57,2013-05-03 11:38:24,2013-05-03 11:38:25,2013-05-03 11:38:48,0.23076923076923075,0,,TXT,NULL,,NULL,0
137,7,10,"CAVE: Leitlinie gibt Sensitivität und Spezifität an, weil Test Test bleibt",16,2013-05-03 11:38:34,2013-05-03 11:40:02,2013-05-03 11:40:03,2013-05-03 11:40:26,0.3076923076923077,0,,TXT,NULL,,NULL,0
138,7,10,aber was sich ändert ist die Einschätzung der Prävalenz des Patienten,16,2013-05-03 11:40:03,2013-05-03 11:40:19,2013-05-03 11:40:20,2013-05-03 11:40:43,0.15384615384615385,0,,TXT,NULL,,NULL,0
139,7,10,Err:510,16,2013-05-03 11:40:44,2013-05-03 11:40:55,2013-05-03 11:40:56,2013-05-03 11:41:19,0.15384615384615385,0,,TXT,NULL,,NULL,0
140,7,3,Zitat: Ist das klar? Klar! Muss man sich nur klar machen.,20,2013-05-03 11:42:24,2013-05-03 11:42:32,2013-05-03 11:42:34,2013-05-03 11:43:34,0.15384615384615385,0,,TXT,NULL,,NULL,0
141,7,10,"bei einer Prävalenz von 0 ist der positive Präd. Wert 0, weil wenn es die Krankheit nicht gibt, dann ist P, dass der Patient sie bekommt auch 0",16,2013-05-03 11:42:29,2013-05-03 11:43:18,2013-05-03 11:43:22,2013-05-03 11:43:45,0.5,0,,TXT,NULL,,NULL,0
142,7,10,"HPV=0,3 als Prävalenz",16,2013-05-03 11:44:57,2013-05-03 11:45:07,2013-05-03 11:45:09,2013-05-03 11:45:32,0.11538461538461538,0,,TXT,NULL,,NULL,0
143,7,10,"5-10% Prävalenz hat nur einen positiver prädiktiver Wert von 30% => wenn Test krank sagt, ist der Patient dennoch zu 70% gesund",16,2013-05-03 11:45:39,2013-05-03 11:46:42,2013-05-03 11:46:43,2013-05-03 11:47:06,0.5384615384615385,0,,TXT,NULL,,NULL,0
